sno.,anime_id,name,genre,type,episodes,rating,members
1446,18393,Fairy Tail x Rave,"Action, Adventure, Comedy, Fantasy, Magic, Shounen",OVA,1,7.54,51844
1447,1391,Future GPX Cyber Formula,"Adventure, Sci-Fi, Shounen, Sports",TV,37,7.54,2707
1448,2037,Hime-chan no Ribbon,"Comedy, Fantasy, Magic, Romance, School, Shoujo",TV,61,7.54,3589
1449,1773,Hokuto no Ken: Raoh Gaiden Junai-hen,"Action, Adventure, Martial Arts",Movie,1,7.54,4907
1450,5228,Initial D Extra Stage 2,"Action, Cars, Drama, Seinen, Sports",OVA,1,7.54,11468
1451,389,Karas,"Action, Fantasy, Sci-Fi",OVA,6,7.54,44108
1452,3199,Nanatsu no Umi no Tico,"Adventure, Slice of Life",TV,39,7.54,2123
1453,9124,Ookiku Furikabutte: Natsu no Taikai-hen Special,"Comedy, Sports",Special,1,7.54,4786
1454,327,Puchi Puri Yuushi,"Comedy, Fantasy, Magic, Shoujo",TV,26,7.54,8030
1455,130,Saiyuuki Reload,"Action, Adventure, Comedy, Drama, Fantasy, Shoujo",TV,25,7.54,16298
1456,2216,Shigurui,"Action, Drama, Historical, Martial Arts, Samurai, Seinen",TV,12,7.54,50091
1457,31680,Super Lovers,"Comedy, Drama, Romance, Shounen Ai, Slice of Life",TV,10,7.54,36781
1458,15731,Tamayura: More Aggressive,"Comedy, Drama, Slice of Life",TV,12,7.54,10901
1459,696,Tenchi Muyou!,"Comedy, Harem, Romance, Sci-Fi, Shounen, Space",TV,26,7.54,38372
1460,12015,Tiger &amp; Bunny Movie 1: The Beginning,"Action, Comedy, Mystery, Super Power",Movie,1,7.54,13716
1461,11553,Toradora!: Bentou no Gokui,"Comedy, Romance, School, Slice of Life",Special,1,7.54,71433
1462,181,Vandread: The Second Stage,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13,7.54,36264
1463,2608,Wangan Midnight,"Action, Cars, Seinen, Sports",TV,26,7.54,10058
1464,1327,Aoki Densetsu Shoot!,"Action, Comedy, Drama, Romance, School, Shounen, Sports",TV,58,7.53,6937
1465,2922,Ashita no Joe 2 (Movie),"Drama, Sports",Movie,1,7.53,1396
1466,4037,Cowboy Bebop: Yose Atsume Blues,"Action, Adventure, Comedy, Drama, Sci-Fi, Space",Special,1,7.53,19565
1467,24625,Gundam Build Fighters Try,"Action, Mecha, Sci-Fi",TV,25,7.53,17946
1468,8768,Hiyokoi,"Romance, School, Shoujo",Special,1,7.53,51072
1469,256,Hoshi no Koe,"Drama, Mecha, Romance, Sci-Fi, Space",OVA,1,7.53,85492
1470,16009,Kamisama no Inai Nichiyoubi,"Fantasy, Mystery",TV,12,7.53,122031
1471,435,Magic Knight Rayearth,"Adventure, Comedy, Drama, Fantasy, Magic, Mecha, Romance, Shoujo",TV,20,7.53,34141
1472,10110,Mayo Chiki!,"Comedy, Ecchi, Harem, Romance, School",TV,13,7.53,192219
1473,8246,Naruto: Shippuuden Movie 4 - The Lost Tower,"Action, Comedy, Martial Arts, Shounen, Super Power",Movie,1,7.53,84527
1474,1203,Nitaboh,"Historical, Music",Movie,1,7.53,4413
1475,770,Pale Cocoon,"Drama, Sci-Fi",OVA,1,7.53,44030
1476,11499,Sankarea,"Comedy, Ecchi, Horror, Romance, Shounen, Supernatural",TV,12,7.53,222657
1477,29786,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,"Comedy, Ecchi, School",TV,12,7.53,193822
1478,959,Shin Chou Kyou Ryo: Condor Hero,"Adventure, Drama, Historical, Romance",TV,26,7.53,4777
1479,10294,Towa no Quon 1: Utakata no Kaben,"Action, Super Power, Supernatural",Movie,1,7.53,33550
1480,10713,Towa no Quon 2: Konton no Ranbu,"Action, Mystery, Super Power, Supernatural",Movie,1,7.53,20132
1481,28285,Trinity Seven OVA,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Supernatural",OVA,1,7.53,38197
1482,10798,UN-GO,"Mystery, Supernatural",TV,11,7.53,84499
1483,12711,Uta noâ˜†Prince-samaâ™ª Maji Love 2000%,"Comedy, Harem, Music, Romance, School, Shoujo",TV,13,7.53,61551
1484,4752,Vampire Knight Guilty,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire",TV,13,7.53,198492
1485,183,Whistle!,"School, Shounen, Sports",TV,39,7.53,8040
1486,798,Yomigaeru Sora: Rescue Wings,"Drama, Military, Seinen",TV,12,7.53,6871
1487,28771,Yuâ˜†Giâ˜†Oh!: The Dark Side of Dimensions,"Adventure, Game, Shounen",Movie,1,7.53,10263
1488,5251,Angel Densetsu,"Action, Comedy, School",OVA,2,7.52,10795
1489,68,Black Cat,"Adventure, Comedy, Sci-Fi, Shounen, Super Power",TV,23,7.52,150512
1490,2553,Flanders no Inu,"Drama, Historical, Slice of Life",TV,52,7.52,2411
1491,13335,Fuse: Teppou Musume no Torimonochou,"Action, Drama, Historical, Supernatural",Movie,1,7.52,13412
1492,1392,Future GPX Cyber Formula 11,"Drama, Sci-Fi, Shounen, Sports",OVA,6,7.52,1116
1493,19193,Ghost in the Shell: Arise - Border:3 Ghost Tears,"Mecha, Police, Psychological, Sci-Fi",Movie,1,7.52,21648
1494,506,Glass no Kamen,"Drama, Romance, Shoujo",TV,23,7.52,4218
1495,20903,Harmonie,"Drama, School, Supernatural",Movie,1,7.52,29029
1496,142,Kamikaze Kaitou Jeanne,"Adventure, Comedy, Demons, Drama, Fantasy, Magic, Mystery, Romance, Shoujo",TV,44,7.52,31081
1497,1004,Kanojo to Kanojo no Neko,"Drama, Psychological, Romance, Slice of Life",OVA,1,7.52,53463
1498,10918,Kowarekake no Orgel (Movie),"Drama, Music, Sci-Fi, Slice of Life",Movie,1,7.52,9404
1499,3358,Kure-nai,"Comedy, Drama, Martial Arts",TV,12,7.52,59099
1500,76,Mahou Shoujo Lyrical Nanoha,"Action, Comedy, Drama, Magic, Super Power",TV,13,7.52,62582
1501,32698,Monster Musume no Iru Nichijou OVA,"Comedy, Ecchi, Fantasy, Harem, Romance, Seinen",OVA,2,7.52,13248
1502,31722,Nanatsu no Taizai: Seisen no Shirushi,"Action, Adventure, Ecchi, Fantasy, Shounen, Supernatural",TV,4,7.52,81154
1503,31414,Nijiiro Days,"Comedy, Romance, School, Shoujo, Slice of Life",TV,24,7.52,57920
1504,353,Ojamajo Doremi Dokkaan!,"Comedy, Magic, Shoujo",TV,51,7.52,5971
1505,1060,Oruchuban Ebichu,"Comedy, Ecchi, Seinen",TV,24,7.52,21109
1506,10178,Otona Joshi no Anime Time,"Drama, Josei, Slice of Life",Special,4,7.52,11268
1507,19369,Outbreak Company,"Comedy, Fantasy, Harem, Parody",TV,12,7.52,131520
1508,14267,Persona 4 the Animation: The Factor of Hope,"Adventure, Mystery, School, Super Power, Supernatural",Movie,1,7.52,10757
1509,19291,Pokemon XY,"Action, Adventure, Comedy, Fantasy, Kids",TV,93,7.52,30722
1510,792,Ranma Â½: Kessen Tougenkyou! Hanayome wo Torimodose!,"Adventure, Comedy, Shounen",Movie,1,7.52,12418
1511,3674,Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,"Comedy, Parody, School",Special,1,7.52,12097
1512,167,Scrapped Princess,"Adventure, Comedy, Drama, Fantasy, Mecha, Sci-Fi, Shounen",TV,24,7.52,54575
1513,5909,Seitokai no Ichizon,"Comedy, Harem, Parody, School",TV,12,7.52,110470
1514,24037,Selector Spread WIXOSS,"Game, Psychological",TV,12,7.52,42918
1515,5233,Slayers Evolution-R,"Adventure, Comedy, Fantasy",TV,13,7.52,20508
1516,2014,Taiho Shichau zo: Second Season,"Action, Comedy, Police, Shounen",TV,26,7.52,5387
1517,24459,Tales of Zestiria: Doushi no Yoake,Fantasy,Special,1,7.52,23484
1518,1006,Tenchi Muyou! in Love,"Action, Comedy, Romance, School, Sci-Fi, Shounen, Space",Movie,1,7.52,14318
1519,27899,Tokyo Ghoul âˆšA,"Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural",TV,12,7.52,408357
1520,3972,Yuâ˜†Giâ˜†Oh! 5D&#039;s,"Action, Game, Shounen",TV,154,7.52,47119
1521,25519,Yuuki Yuuna wa Yuusha de Aru,"Drama, Fantasy, Magic, Slice of Life",TV,12,7.52,59192
1522,30869,Ajin Part 2: Shoutotsu,"Action, Horror, Mystery, Seinen, Supernatural",Movie,1,7.51,11377
1523,1536,Busou Renkin,"Action, Comedy, Fantasy, School, Shounen, Supernatural",TV,26,7.51,104607
1524,1475,City Hunter: Bay City Wars,"Action, Comedy, Mystery, Shounen",Movie,1,7.51,2969
1525,13837,Detective Conan Bonus File: Fantasista Flower,"Comedy, Mystery, Police, Shounen, Sports",OVA,1,7.51,4596
1526,10703,Detective Conan OVA 11: A Secret Order from London,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,7.51,5985
1527,2672,Doraemon Movie 05: Nobita no Makai Daibouken,Fantasy,Movie,1,7.51,1321
1528,23311,Garo: Honoo no Kokuin,"Action, Demons, Fantasy, Magic, Supernatural",TV,24,7.51,64214
1529,1852,Hidamari Sketch,"Comedy, School, Slice of Life",TV,12,7.51,42998
1530,2228,Honoo no Toukyuuji: Dodge Danpei,"Comedy, Sports",TV,47,7.51,2214
1531,15591,Joshiraku OVA,"Comedy, Slice of Life",OVA,1,7.51,9358
1532,1808,Kamichama Karin,"Comedy, Fantasy, Magic, Romance, School, Shoujo",TV,26,7.51,30747
1533,489,Kamichu!,"Comedy, Drama, Slice of Life, Supernatural",TV,12,7.51,33053
1534,2286,Little Nemo,"Adventure, Fantasy",Movie,1,7.51,4886
1535,2954,Maria-sama ga Miteru 3rd Specials,Comedy,Special,5,7.51,5072
1536,3469,Maria-sama ga Miteru: Haru Specials,"Drama, Romance, School, Shoujo, Shoujo Ai, Slice of Life",Special,6,7.51,5554
1537,8460,Mirai Nikki,"Action, Shounen, Supernatural",OVA,1,7.51,114217
1538,2929,Moonlight Mile 2nd Season: Touch Down,"Adventure, Drama, Sci-Fi, Space",TV,14,7.51,2758
1539,31,Neon Genesis Evangelion: Death &amp; Rebirth,"Drama, Mecha, Psychological, Sci-Fi",Movie,1,7.51,102093
1540,1212,Oban Star-Racers,"Adventure, Mecha, Sci-Fi, Shounen",TV,26,7.51,24156
1541,11179,Papa no Iukoto wo Kikinasai!,"Comedy, Romance, Slice of Life",TV,12,7.51,97674
1542,9959,Raiyantsuuri no Uta,"Drama, Historical",Movie,1,7.51,465
1543,12067,Rurouni Kenshin Special,"Action, Historical, Romance, Samurai",Special,1,7.51,9173
1544,2903,Sakigake!! Otokojuku,"Action, Comedy, Martial Arts, School, Shounen",TV,34,7.51,4740
1545,2254,Sentou Mecha Xabungle,"Mecha, Military, Sci-Fi, Shounen",TV,50,7.51,1518
1546,960,Shin Chou Kyou Ryo: Condor Hero II,"Adventure, Drama, Historical, Romance",TV,26,7.51,2151
1547,1577,Taiho Shichau zo,"Action, Comedy, Police, Seinen",OVA,4,7.51,8557
1548,5667,To LOVE-Ru OVA,"Comedy, Ecchi, Harem, School, Sci-Fi, Shounen",OVA,6,7.51,79923
1549,4189,Winter Sonata,"Drama, Romance",TV,26,7.51,13582
1550,33094,WWW.Working!!,"Comedy, Slice of Life",TV,13,7.51,40779
1551,21435,Yama no Susume Second Season,"Adventure, Comedy, Slice of Life",TV,24,7.51,11413
1552,11701,Another: The Other - Inga,"Horror, Mystery, Thriller",OVA,1,7.5,86261
1553,1589,Bartender,"Drama, Seinen, Slice of Life",TV,11,7.5,44394
1554,9340,Cheburashka,Comedy,Movie,1,7.5,545
1555,7972,Chi&#039;s Sweet Home OVA,"Comedy, Kids, Slice of Life",OVA,1,7.5,4852
1556,2817,Cinderella Monogatari,"Adventure, Fantasy, Kids, Romance",TV,26,7.5,3560
1557,19163,Date A Live II,"Comedy, Harem, Mecha, Romance, School, Sci-Fi",TV,10,7.5,186187
1558,1684,Dotto Koni-chan,Comedy,TV,26,7.5,1397
1559,9135,Fullmetal Alchemist: The Sacred Star of Milos,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",Movie,1,7.5,87944
1560,25183,Gangsta.,"Action, Drama, Seinen",TV,12,7.5,210752
1561,23703,Gatchaman Crowds: Embrace,"Adventure, Sci-Fi",Special,1,7.5,10757
1562,10870,Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi (TV),"Comedy, Mecha, Sci-Fi",TV,12,7.5,7582
1563,1825,Hadashi no Gen 2,"Drama, Historical, Shounen",Movie,1,7.5,4910
1564,31158,Hetalia: The World Twinkle Specials,"Comedy, Historical, Parody",Special,3,7.5,2505
1565,31665,Hibike! Euphonium: Kakedasu Monaka,"Drama, Music, School",Special,1,7.5,17770
1566,2204,Karakuri Zoushi Ayatsuri Sakon,"Horror, Mystery, Thriller",TV,26,7.5,6197
1567,1691,Kaze no Stigma,"Action, Fantasy, Magic, Romance, Shounen",TV,24,7.5,205338
1568,31227,Kindaichi Shounen no Jikenbo Returns 2nd Season,"Mystery, Shounen",TV,22,7.5,3676
1569,31952,Kono Bijutsubu ni wa Mondai ga Aru!,"Comedy, Romance, School",TV,12,7.5,69088
1570,1426,Lupin III: Part III,"Action, Adventure, Comedy, Shounen",TV,50,7.5,6883
1571,10624,Mardock Scramble: The Second Combustion,"Action, Psychological, Sci-Fi",Movie,1,7.5,23866
1572,520,Marmalade Boy Movie,"Romance, Shoujo",Movie,1,7.5,5641
1573,3342,Mnemosyne: Mnemosyne no Musume-tachi,"Action, Horror, Sci-Fi, Shoujo Ai, Supernatural",TV,6,7.5,96092
1574,6325,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,"Action, Comedy, Martial Arts, Shounen, Super Power",Movie,1,7.5,83515
1575,27787,Nisekoi:,"Comedy, Harem, Romance, School, Shounen",TV,12,7.5,180686
1576,3965,Nodame Cantabile Special,"Comedy, Josei, Romance, Slice of Life",Special,1,7.5,19570
1577,32051,One Piece: Adventure of Nebulandia,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Special,1,7.5,9777
1578,1010,Ranma Â½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou,"Action, Adventure, Comedy, Martial Arts, Shounen, Supernatural",Movie,1,7.5,9597
1579,13429,Sakasama no Patema: Beginning of the Day,Sci-Fi,Special,4,7.5,16933
1580,399,Seikai no Senki Special,"Action, Military, Romance, Sci-Fi, Space",Special,1,7.5,2216
1581,5947,Tengen Toppa Gurren Lagann Movie: Lagann-hen Special - Viral no Amai Yume,Comedy,OVA,1,7.5,19219
1582,8115,Uchuu Show e Youkoso,"Adventure, Fantasy, Space",Movie,1,7.5,11368
1583,2126,Yuuâ˜†Yuuâ˜†Hakusho: Eizou Hakusho II,"Action, Adventure, Comedy, Shounen, Supernatural",OVA,4,7.5,6166
1584,7870,Baka to Test to Shoukanjuu Specials,"Comedy, Magic, School",Special,6,7.49,29923
1585,10396,Ben-To,"Action, Comedy, Martial Arts",TV,12,7.49,146570
1586,16592,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,"Action, Horror, Mystery, Psychological",TV,13,7.49,298550
1587,29067,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,"Comedy, Seinen, Slice of Life",TV,13,7.49,73285
1588,501,Doraemon,"Adventure, Comedy, Fantasy, Kids, Shounen",TV,26,7.49,9366
1589,17535,Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,"Fantasy, Magic, Shounen",Special,1,7.49,34230
1590,9032,Inazuma Eleven: Saikyou Gundan Ogre Shuurai,"Shounen, Sports, Super Power",Movie,1,7.49,6392
1591,1878,Kaze no Shoujo Emily,"Drama, Historical, Shoujo",TV,26,7.49,2881
1592,9213,Kowarekake no Orgel,"Drama, Music, Sci-Fi, Slice of Life",OVA,1,7.49,24876
1593,16353,Love Lab,"Comedy, Romance, School",TV,13,7.49,79493
1594,30829,Love Live! School Idol Project 2nd Season Recap,"Music, School, Slice of Life",OVA,1,7.5,3213
1595,3268,Mai-Otome 0: S.ifr,Sci-Fi,OVA,3,7.49,11171
1596,2460,Maison Ikkoku: Kanketsu-hen,"Comedy, Drama, Romance",Movie,1,7.49,3109
1597,2253,Mazinger Z,"Action, Drama, Mecha, Sci-Fi, Shounen",TV,92,7.49,5746
1598,1238,One Piece: Mamore! Saigo no Dai Butai,"Adventure, Comedy, Fantasy, Shounen",Special,1,7.49,16495
1599,8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai,"Comedy, Seinen, Slice of Life",TV,12,7.49,321477
1600,6896,Pandora Hearts Specials,Comedy,Special,9,7.49,32103
